Game Date DH Vis  Hom  Lg Inn By  Occ Batter            Scoring                          Play                 Note   Players
"06/10/1979   TEX  BAL  AL  6  BAL 12- Buddy Bell        5(B)4(2)3(1)/LTP                5*-4*-3*          Doug DeCinces 3b,Rich Dauer 2b,Eddie Murray 1b"
"06/19/1979   KCA  OAK  AL  6  OAK 12- Al Cowens         5(2)4(1)3/GTP/RINT              5*-4*-3*          Wayne Gross 3b,Mike Edwards 2b,Dave Revering 1b"
"06/23/1979   TEX  OAK  AL  4  OAK 12- Johnny Grubb      5/TP.2X3(58);1X2(868)           5*-8*-6-8*        Wayne Gross 3b,Tony Armas cf,Dave Chalk ss,Tony Armas cf"
"07/23/1979   CAL  BOS  AL  8  BOS 123 Willie Aikens     6(B)6(2)3(1)/LTP                6*-6*-3*          Rick Burleson ss,Carl Yastrzemski 1b"
"07/23/1979 2 ATL  PIT  NL  2  PIT 12- Phil Niekro       5(2)4(1)3/GTP                   5*-4*-3*          Bill Madlock 3b,Phil Garner 2b,Willie Stargell 1b"
"07/28/1979   BOS  TEX  AL  1  BOS 1-3 Al Oliver         4(B)3(1)5(3)/P/TP               4*-3*-5*          Jack Brohamer 2b,Bob Watson 1b,Butch Hobson 3b"
"09/07/1979   TOR  CLE  AL  8  TOR 12- Ted Cox           5(2)4(1)3(B)/GTP                5*-4*-3*          Roy Howell 3b,Luis Gomez 2b,John Mayberry 1b"
"09/21/1979   NYA  TOR  AL  7  TOR 12- Damaso Garcia     4(B)3(1)6(2)/LTP                4*-3*-6*          Dave McKay 2b,Craig Kusick 1b,Alfredo Griffin ss"
"05/31/1980   SEA  CLE  AL  2  SEA 12- Toby Harrah       3(B)6(2)4(1)/LTP                3*-6*-4*          Bruce Bochte 1b,Jim Anderson ss,Julio Cruz 2b"
"06/22/1980 1 DET  CHA  AL  8  CHA 1-3 Duffy Dyer        9(B)43(1)5(3)/LTP               9*-4-3*-5*        Harold Baines rf,Jim Morrison 2b,Mike Squires 1b,Greg Pryor 3b"
"08/12/1980   MON  SLN  NL  4  MON 12- George Hendrick   5(B)4(2)3(1)/LTP                5*-4*-3*          Larry Parrish 3b,Rodney Scott 2b,Warren Cromartie 1b"
"08/20/1980   DET  MIL  AL  8  DET 12- Sal Bando         5(2)4(1)3/GTP                   5*-4*-3*          Tom Brookens 3b,Lou Whitaker 2b,Richie Hebner 1b"
"10/03/1980   SDN  SFN  NL  4  SFN 12- Dave Cash         4(B)6(2)3(1)/LTP                4*-6*-3*          Guy Sularz 2b,Joe Pettini ss,Rich Murray 1b"
"04/11/1981   PHI  SLN  NL  8  SLN 123 Gary Matthews     6(B)23(1)4(2)/LTP               6*-2-3*-4*        Garry Templeton ss,Darrell Porter c,Keith Hernandez 1b,Tom Herr 2b"
"04/27/1981   CAL  OAK  AL  6  OAK 12- Don Baylor        6(B)6(2)3(1)/LTP                6*-6*-3*          Rob Picciolo ss,Dave Revering 1b"
"05/22/1981   TEX  SEA  AL  8  SEA 12- Mario Mendoza     6(B)6(2)3(1)/LTP                6*-6*-3*          Rick Auerbach ss,Bruce Bochte 1b"
"05/23/1981   CLE  NYA  AL  6  CLE 12- Bucky Dent        5(2)4(1)3/GTP/RINT              5*-4*-3*          Toby Harrah 3b,Alan Bannister 2b,Mike Hargrove 1b"
"08/31/1981   DET  CHA  AL  2  CHA 12- Al Cowens         9(B)4(2)3(1)/LTP/L9S            9*-4*-3*          Harold Baines rf,Tony Bernazard 2b,Mike Squires 1b"
"05/29/1982   NYA  MIN  AL  2  MIN 12- Roy Smalley       K+CS2(253);CS3(31)/TP           2*-5-3*-1*        Sal Butera c,Gary Gaetti 3b,Kent Hrbek 1b,Terry Felton p"
"08/03/1982   NYN  CHN  NL  8  NYN 12- Larry Bowa        6(B)4(2)3(1)/TP                 6*-4*-3*          Bob Bailor ss,Wally Backman 2b,Dave Kingman 1b"
"08/23/1982 2 SDN  PIT  NL  1  PIT 12- Dave Edwards      6(B)4(2)3(1)/LTP                6*-4*-3*          Dale Berra ss,Johnny Ray 2b,Jason Thompson 1b"
"09/29/1982   CHN  NYN  NL  3  NYN 12- Keith Moreland    4(2)4(1)3(B)/GTP                4*-4*-3*          Brian Giles 2b,Rusty Staub 1b"
"06/02/1983   PIT  CHN  NL  2  CHN 12- Rick Rhoden       5(2)54(1)43(B)/TP               5*-4*-3*          Ron Cey 3b,Ryne Sandberg 2b,Bill Buckner 1b"
"07/18/1983   DET  OAK  AL  3  OAK 12- John Wockenfuss   9(B)46(2)3(1)/TP                9*-4-6*-3*        Ricky Peters rf,Tony Phillips 2b,Bill Almon ss,Wayne Gross 1b"
"07/31/1983   ATL  SDN  NL  4  SDN 12- Glenn Hubbard     6(B)4(2)3(1)/F/TP               6*-4*-3*          Garry Templeton ss,Tim Flannery 2b,Kurt Bevacqua 1b"
"08/08/1983   MIN  CAL  AL  4  MIN 12- Ron Jackson       5(B)4(2)3(1)/LTP                5*-4*-3*          Gary Gaetti 3b,John Castino 2b,Kent Hrbek 1b"
"09/27/1983   MON  SLN  NL  4  SLN 123 Andre Dawson      46(1)3(B)/TP.2X3(345);3-3       4-6*-3*-4-5*      Jeff Doyle 2b,Ozzie Smith ss,Jim Adduci 1b,Jeff Doyle 2b,Ken Oberkfell 3b"
"07/19/1984   MIN  NYA  AL  2  MIN 12- Rick Cerone       5(2)4(1)3(B)/TP                 5*-4*-3*          Gary Gaetti 3b,Tim Teufel 2b,Kent Hrbek 1b"
"05/03/1985   KCA  NYA  AL  6  KCA 12- Rickey Henderson  4(B)3(1)6(2)/LTP                4*-3*-6*          Frank White 2b,Steve Balboni 1b,Onix Concepcion ss"
"08/08/1985   CHN  SLN  NL  8  CHN 12- Terry Pendleton   3/L3/TP/PASS.1X2(6);2X3(4658)   3*-6*-4-6-5-8*    Leon Durham 1b,Chris Speier ss,Ryne Sandberg 2b,Chris Speier ss,Ron Cey 3b,Bob Dernier cf"
"05/13/1986   MIL  SEA  AL  1  SEA 12- Cecil Cooper      36(1)/TP/G.2XH(612);BX2(24)     3-6*-1-2*-4*      Alvin Davis 1b,Domingo Ramos ss,Mike Morgan p,Bob Kearney c,Danny Tartabull 2b"
"06/05/1986   ATL  SDN  NL  3  ATL 1-3 Kevin McReynolds  14(1)3(B)/TP.2XH(32)            1-4*-3*-2*        Zane Smith p,Glenn Hubbard 2b,Bob Horner 1b,Ozzie Virgil c"
"06/15/1986   CHA  SEA  AL  2  CHA 1-3 Ken Phelps        7(B)2(3)4(1)/TP                 7*-2*-4*          Jerry Hairston(Sr) lf,Carlton Fisk c,Julio Cruz 2b"
"07/09/1986   CHN  SFN  NL  5  CHN 1-3 Mike Aldrete      1(B)5(3)3(1)/LTP                1*-5*-3*          Ed Lynch p,Davey Lopes 3b,Terry Francona 1b"
"08/12/1986   SEA  OAK  AL  9  SEA 12- Carney Lansford   5(B)4(2)3(1)/TP/L               5*-4*-3*          Domingo Ramos 3b,Harold Reynolds 2b,Ken Phelps 1b"
"04/21/1987   NYN  PIT  NL  9  PIT -23 Wally Backman     43/TP/G.2X3(36);3XH(62)         4-3*-6*-2*        Johnny Ray 2b,Sid Bream 1b,Denny Gonzalez ss,Junior Ortiz c"
"09/15/1987   HOU  LAN  NL  4  HOU 12- Phil Garner       4(B)6(2)3(1)/TP                 4*-6*-3*          Bill Doran 2b,Craig Reynolds ss,Glenn Davis 1b"
"04/05/1988   MIN  NYA  AL  8  MIN 123 Rafael Santana    5(2)4(1)3/GTP                   5*-4*-3*          Gary Gaetti 3b,Steve Lombardozzi 2b,Kent Hrbek 1b"
"07/04/1988   BOS  KCA  AL  4  KCA 12- Jim Rice          8(B)4(2)3(1)/F8S/TP             8*-4*-3*          Willie Wilson cf,Frank White 2b,George Brett 1b"
"08/08/1988   CLE  MIN  AL  4  MIN 12- Joe Carter        7(B)4(2)3(1)/TP                 7*-4*-3*          Dan Gladden lf,Steve Lombardozzi 2b,Gene Larkin 1b"
"08/16/1988   HOU  SLN  NL  8  SLN 12- Jim Pankovits     5(2)54(1)43/GTP                 5*-4*-3*          Terry Pendleton 3b,Jose Oquendo 2b,Mike Laga 1b"
"04/09/1989   SDN  HOU  NL  8  SDN 12- Ken Caminiti      54(1)3/G5/GTP.2XH(32)           5-4*-3*-2*        Luis Salazar 3b,Roberto Alomar 2b,Jack Clark 1b,Mark Parent c"
"06/06/1989   NYN  CHN  NL  5  NYN 12- Vance Law         3(B)36(2)3(1)/LTP/L3            3*-6*-3*          Dave Magadan 1b,Kevin Elster ss,Dave Magadan 1b"
"06/15/1989   NYA  BAL  AL  1  BAL 12- Steve Balboni     6(B)64(2)43(1)/L56/LTP          6*-4*-3*          Cal Ripken ss,Billy Ripken 2b,Randy Milligan 1b"
"06/28/1989   ATL  CIN  NL  6  CIN 12- Bruce Benedict    6(B)4(2)3(1)/LTP/L6             6*-4*-3*          Barry Larkin ss,Lenny Harris 2b,Todd Benzinger 1b"
"09/27/1989   CHN  MON  NL  2  MON 12- Domingo Ramos     6(B)6(1)63(2)/LTP/L6M           6*-6*-3*          Jeff Huson ss,Andres Galarraga 1b"
"07/17/1990   MIN  BOS  AL  4  MIN 123 Tom Brunansky     5(2)54(1)3/GTP/G5               5*-4*-3*          Gary Gaetti 3b,Al Newman 2b,Kent Hrbek 1b"
"07/17/1990   MIN  BOS  AL  8  MIN 12- Jody Reed         5(2)54(1)3/GTP/G5               5*-4*-3*          Gary Gaetti 3b,Al Newman 2b,Kent Hrbek 1b"
"08/08/1990   BAL  OAK  AL  7  BAL 12- Willie Randolph   1(B)16(2)63(1)/LTP/L1           1*-6*-3*          Jeff Ballard p,Cal Ripken ss,Sam Horn 1b"
"09/21/1990   HOU  ATL  NL  4  HOU 12- Francisco Cabrera 5(2)54(1)43/GTP/G5              5*-4*-3*          Ken Caminiti 3b,Dave Rohde 2b,Mike Simms 1b"
"04/16/1991   HOU  ATL  NL  2  HOU 12- Mike Heath        5(2)4(1)3(B)/GTP/G5             5*-4*-3*          Ken Caminiti 3b,Casey Candaele 2b,Jeff Bagwell 1b"
"04/28/1991   SDN  PHI  NL  1  PHI 12- Tony Gwynn        4(2)4(1)3(B)/TP/L4M             4*-4*-3*          Randy Ready 2b,Ricky Jordan 1b"
"06/01/1991   SEA  TEX  AL  2  SEA 12- Brian Downing     5(2)4(1)3/GTP/G5S               5*-4*-3*          Edgar Martinez 3b,Harold Reynolds 2b,Pete O'Brien 1b"
"08/04/1991   LAN  HOU  NL  5  HOU 12- Alfredo Griffin   9/F9LSF/TP.2X3(95);1X2(56)      9*-5*-6*          Mike Simms rf,Ken Caminiti 3b,Andujar Cedeno ss"
"09/05/1991   SLN  SDN  NL  2  SLN 12- Jerald Clark      5(2)4(1)3(B)/GTP/G5S            5*-4*-3*          Todd Zeile 3b,Geronimo Pena 2b,Pedro Guerrero 1b"
"09/08/1991   CIN  MON  NL  9  MON 12- Chris Sabo        5(2)4(1)3/GTP/G5S               5*-4*-3*     [2]  Bret Barberie 3b,Delino DeShields 2b,Tom Foley 1b"
"09/10/1991   SEA  TOR  AL  5  SEA 12- Joe Carter        54(1)3/GTP/G56.2XH(32)          5-4*-3*-2*        Edgar Martinez 3b,Harold Reynolds 2b,Tino Martinez 1b,Dave Valle c"
"07/03/1992 1 SEA  DET  AL  5  DET 1-3 Omar Vizquel      5(B)5(3)3(1)/TP/BP25            5*-5*-3*          Skeeter Barnes 3b,Cecil Fielder 1b"
"08/07/1992   CLE  BAL  AL  6  CLE 123 Brady Anderson    8/F78M/TP.3XH(82);2X3(245)      8*-2*-4-5*        Kenny Lofton cf,Sandy Alomar(Jr) c,Carlos Baerga 2b,Jim Thome 3b"
"08/25/1992   CAL  BAL  AL  5  BAL 1-3 Gary Gaetti       5(B)5(3)3(1)/LTP/L5S            5*-5*-3*          Leo Gomez 3b,Randy Milligan 1b"
"08/30/1992   BAL  SEA  AL  5  SEA 12- Mike Devereaux    9/F89XD/TP/PASS.1X2(6);2X3(946) 9*-4-6*-6*        Jay Buhner rf,Harold Reynolds 2b,Omar Vizquel ss"
09/20/1992   PHI  PIT  NL  6  PHI 12- Jeff King         4(B)4(2)4(1)/LTP/L4M            4*-4*-4*     [1]  Mickey Morandini 2b
"05/11/1993   NYN  SLN  NL  2  SLN 12- Todd Hundley      46(1)3(B)6(2)/TP/G              4-6*-3*-6*        Geronimo Pena 2b,Ozzie Smith ss,Gregg Jefferies 1b,Ozzie Smith ss"
"08/10/1993   SLN  PIT  NL  8  PIT 12- Gregg Jefferies   6(B)4(2)3(1)/LTP/L6D            6*-4*-3*          Jay Bell ss,Carlos Garcia 2b,Kevin Young 1b"
"08/23/1993   CHN  MON  NL  6  MON 12- Rey Sanchez       1(B)6(2)/LTP/L15.1X2(6)         1*-6*-6*          Kirk Rueter p,Wil Cordero ss"
"09/29/1993   MON  FLO  NL  3  MON 12- Chuck Carr        5(B)4(2)3(1)/LTP/L56            5*-4*-3*          Sean Berry 3b,Mike Lansing 2b,Randy Ready 1b"
"05/14/1994   OAK  KCA  AL  3  KCA 12- Geronimo Berroa   5(2)4(1)43/GTP/G5               5*-4*-3*          Gary Gaetti 3b,Terry Shumpert 2b,Wally Joyner 1b"
07/08/1994   SEA  BOS  AL  6  BOS 12- Marc Newfield     6/LTP/L6.2X2(6);1X2(6)          6*-6*-6*     [1]  John Valentin ss
"07/13/1995   TOR  SEA  AL  9  SEA 12- Sandy Martinez    16(2)6(1)4(B)/TP/BP/BG15S       1-6*-6*-4*        Jeff Nelson p,Luis Sojo ss,Joey Cora 2b"
"07/17/1995   CIN  SDN  NL  6  CIN 12- Tony Gwynn        6(B)4(2)3(1)/LTP/L6             6*-4*-3*          Barry Larkin ss,Bret Boone 2b,Hal Morris 1b"
"09/12/1995   FLO  CIN  NL  4  CIN 12- Alex Arias        5(2)4(1)3/GTP/G5L               5*-4*-3*          Jeff Branson 3b,Bret Boone 2b,Hal Morris 1b"
"04/03/1996   KCA  BAL  AL  6  KCA 1-3 Bobby Bonilla     54(1)3(B)2(3)/TP/G              5-4*-3*-2*        Joe Randa 3b,Bip Roberts 2b,Bob Hamelin 1b,Sal Fasano c"
"04/07/1996   DET  OAK  AL  3  OAK 12- Bobby Higginson   8/F8XD/TP.2X2(84);1X1(432)      8*-4*-3-2*        Ernie Young cf,Brent Gates 2b,Jason Giambi 1b,Terry Steimbach c"
"06/06/1996   CHA  BOS  AL  1  CHA 12- Tim Naehring      5(2)4(1)3/GTP/G5                5*-4*-3*          Robin Ventura 3b,Ray Durham 2b,Frank(FE) Thomas 1b"
"06/15/1996   LAN  ATL  NL  1  LAN 12- Chipper Jones     6/TP/P6D.2X2(64);1X1(43)        6*-4*-3*          Juan Castro ss,Delino DeShields 2b,Eric Karros 1b"
"09/08/1996   CAL  MIN  AL  6  CAL 12- Ron Coomer        5(2)4(1)3(B)/TP/G5              5*-4*-3*          Jack Howell 3b,Rex Hudler 2b,J.T. Snow 1b"
"05/10/1997   CHN  SFN  NL  5  CHN 12- Stan Javier       8/TP/F8RS.2X3(85);1X2(54)       8*-5*-4*          Brian McRae cf,Jose Hernandez 3b,Ryne Sandberg 2b"
"05/19/1997   SDN  CIN  NL  1  SDN 12- Eddie Taubensee   1/LTP/L1.2X2(16);1X1(63)        1*-6*-3*          Andy Ashby p,Chris Gomez ss,Archi Cianfrocco 1b"
"07/05/1997   SEA  ANA  AL  4  ANA 12- Rich Amaral       8/TP/L89M.2X2(86);1X1(63)       8*-6*-3*          Garret Anderson cf,Gary DiSarcina ss,Darin Erstad 1b"
"07/28/1997 2 TOR  MIL  AL  4  MIL 12- Alex Gonzalez     5(2)4(1)3/GTP/G5L               5*-4*-3*          Jeff Cirillo 3b,Mark Loretta 2b,Dave Nilsson 1b"
"05/08/1998   SFN  CHN  NL  4  SFN 12- Jeff Blauser      3(B)3(1)6(2)/LTP                3*-3*-6*          Charlie Hayes 1b,Rich Aurilia ss"
"06/13/1998   COL  LAN  NL  5  LAN 12- Kurt Abbott       16(1)4(B)/TP/G13.2X3(45)        1-6*-4*-5*        Darren Dreifort p,Jose Vizcaino ss,Eric Young 2b,Bobby Bonilla 3b"
"08/05/1998   SFN  NYN  NL  5  NYN 1-3 J.T. Snow         36(1)3(B)2(3)/GTP/G4S           3-6*-3*-2*        John Olerud 1b,Rey Ordonez ss,John Olerud 1b,Todd Pratt c"
"08/30/1998   PHI  SFN  NL  8  PHI 12- Jeff Kent         6(B)4(2)3(1)/LTP/L6             6*-4*-3*          Alex Arias ss,Mark Lewis 2b,Rico Brogna 1b"
"04/16/1999   CHN  MIL  NL  7  MIL 12- Benito Santiago   5(2)4(1)3/GTP/G5                5*-4*-3*          Jeff Cirillo 3b,Fernando Vina 2b,Sean Berry 1b"
"05/15/1999   NYN  PHI  NL  6  PHI 12- Mike Piazza       6/LTP/L6.2X2(64);1X2(4)         6*-4*-4*          Alex Arias ss,Kevin Jordan 2b"
"06/14/1999   SFN  COL  NL  5  SFN 12- Edgard Clemente   5(2)4(1)3/GTP/G56               5*-4*-3*          Bill Mueller 3b,Jeff Kent 2b,J.T. Snow 1b"
"06/17/1999   TEX  NYA  AL  2  TEX 12- Chili Davis       4(B)6(2)3(1)/LTP/L4             4*-6*-3*          Mark McLemore 2b,Royce Clayton ss,Lee Stevens 1b"
"05/11/2000   ATL  FLO  NL  5  ATL 12- Mike Lowell       5(2)4(1)3(B)/TP               5*-4*-3*              Chipper Jones 3b,Quilvio Veras 2b,Andres Galarraga 1b"
"05/14/2000   CHN  MON  NL  1  MON 1-3 Henry Rodriguez   3/G/TP.1X2(36);3XH(62)        3*-6*-2*              Lee Stevens 1b,Orlando Cabrera ss,Chris Widger c"
05/29/2000   OAK  NYA  AL  6  OAK 12- Shane Spencer     4(B)4(2)4(1)/LTP              4*-4*-4*         [1]  Randy Velarde 2b
"05/31/2000   SLN  ARI  NL  5  ARI 123 Mark McGwire      8(B)2(3)6(2)/TP               8*-2*-6*              Steve Finley cf,Damian Miller c,Tony Womack ss"
"09/01/2000   BAL  CLE  AL  2  BAL 12- Sandy Alomar Jr.  64(2)4(1)3(B)/TP              6-4*-4*-3*            Melvin Mora ss,Jerry Hairston(Jr) 2b,Jeff Conine 1b"
"08/01/2001   SEA  DET  AL  4  DET 12- Mark McLemore     4(B)6(2)3(1)/LTP              4*-6*-3*              Damion Easley 2b,Deivi Cruz ss,Shane Halter 1b"
"08/06/2001   TEX  BOS  AL  4  TEX 12- Scott Hatteberg   6(B)4(2)4(1)/LTP              6*-4*-4*              Alex Rodriguez ss,Randy Velarde 2b"
"04/14/2002   SEA  TEX  AL  4  TEX 1-3 Ron Wright        16(1)/FO/TP.3XH(6251);BX2(14) 1-6*-2-5-1*-4*        Kenny Rogers p,Alex Rodriguez ss,Bill Haselman c,Hank Blalock 3b,Kenny Rogers p,Mike Young 2b"
"05/17/2002   NYN  SDN  NL  5  NYN 12- Wiki Gonzalez     5(2)4(1)3(B)/GTP              5*-4*-3*              Edgardo Alfonzo 3b,Roberto Alomar 2b,Mo Vaughn 1b"
"07/28/2002   FLO  MON  NL  3  FLO 12- Vladimir Guerrero 5(B)5(2)3(1)/LTP              5*-5*-3*              Mike Lowell 3b,Derrek Lee 1b"
"08/01/2002   SLN  FLO  NL  6  SLN 12- Eric Owens        9(B)6(2)3(1)/LTP              9*-6*-3*              J.D. Drew rf,Edgar Renteria ss,Tino Martinez 1b"
"09/03/2002   PHI  MON  NL  8  MON 1-3 Marlon Anderson   K+CS2(2636)/TP.3X3(65)        2*-6-3-6*-5*          Brian Schneider c,Orlando Cabrera ss,Andres Galarraga 1b,Orlando Cabrera ss,Fernando Tatis 3b"
"09/13/2002   TBA  TOR  AL  5  TBA 12- Ken Huckaby       4(B)6(2)3(1)/LTP              4*-6*-3*              Andy Sheets 2b,Chris Gomez ss,Aubrey Huff 1b"
"04/10/2003   SLN  COL  NL  6  COL 12- Orlando Palmeiro  3/LTP.2X2(36);1X1(6)          3*-6*-6*              Todd Helton 1b,Jose Hernandez ss"
08/10/2003   ATL  SLN  NL  5  ATL 12- Woody Williams    6/LTP.2X2(6);1X1(6)           6*-6*-6*         [1]  Rafael Furcal ss
"05/06/2004   SDN  ATL  NL  8  ATL 12- Kerry Robinson    5(2)4(1)3/GTP                 5*-4*-3*              Mike Hessman 3b,Jesse Garcia 2b,Adam LaRoche 1b"
"07/07/2004   ANA  CHA  AL  6  CHA 12- Ben Molina        5(2)4(1)3/GTP                 5*-4*-3*              Joe Crede 3b,Juan Uribe 2b,Paul Konerko 1b"
"08/19/2004   HOU  PHI  NL  5  HOU 123 Todd Pratt        5(2)4(1)3/GTP                 5*-4*-3*              Morgan Ensberg 3b,Jeff Kent 2b,Mike Lamb 1b"
"05/05/2005   SDN  SLN  NL  2  SLN 12- Ramon Hernandez   3/LTP.1X1(3);2X2(36)          3*-3*-6*              Albert Pujols 1b,David Eckstein ss"
"05/14/2006   CHA  MIN  AL  6  CHA 12- Luis Castillo     3/BP/TP.1X1(34);2X2(46)       3*-4*-6*              Paul Konerko 1b,Tadahito Iguchi 2b,Juan Uribe ss"
"05/27/2006   SEA  MIN  AL  8  MIN 123 Kenji Johjima     4(1)3(B)/TP.3-H(NR);2XH(35)   4*-3*-5*              Luis Castillo 2b,Justin Morneau 1b,Tony Batista 3b"
"06/11/2006   TBA  KCA  AL  2  KCA 1-3 Russell Branyan   8/F/TP/AP.1X2(816);3X3(65)    8*-1-6*-5*            David DeJesus cf,Scott Elarton p,Angel Berroa ss,Mark Teahen 3b"
"09/02/2006   SEA  TBA  AL  1  TBA 1-3 Raul Ibanez       K+CS2(26)/TP.3XH(62)          2*-6*-2*              Dioner Navarro c,Ben Zobrist ss,Dioner Navarro c"
"09/18/2006   DET  CHA  AL  1  CHA 12- Carlos Guillen    5/LTP.2X2(54);1X1(4)          5*-4*-4*              Joe Crede 3b,Tadahito Iguchi 2b"
"04/21/2007   PHI  CIN  NL  5  PHI 12- David Ross        5(2)4(1)3/GTP                 5*-4*-3*              Abraham Nunez 3b,Chase Utley 2b,Wes Helms 1b"
04/29/2007   ATL  COL  NL  7  COL 12- Chipper Jones     6/LTP.2X2(6);1X1(6)           6*-6*-6*         [1]  Troy Tulowitzki ss
"08/27/2007   MIN  CLE  AL  7  CLE 12- Mike Redmond      5(2)4(1)3/GTP                 5*-4*-3*              Casey Blake 3b,Asdrubal Cabrera 2b,Victor Martinez 1b"
"09/12/2007   COL  PHI  NL  1  PHI 12- Matt Holliday     5/LTP.2X2(54);1X1(4)          5*-4*-4*              Greg Dobbs 3b,Chase Utley 2b"
05/12/2008 2 TOR  CLE  AL  5  CLE 12- Lyle Overbay      4/LTP.2X2(4);1X1(4)           4*-4*-4*         [1]  Asdrubal Cabrera 2b
"05/30/2008   SDN  SFN  NL  8  SFN 12- Kevin Kouzmanoff  5(2)4(1)3/GTP                 5*-4*-3*              Jose Castillo 3b,Ray Durham 2b,John Bowker 1b"
"04/12/2009   PIT  CIN  NL  8  PIT 12- Edwin Encarnacion 6/LTP.2X2(64);1X1(43)         6*-4*-3*              Jack Wilson ss, Freddie Sanchez 2b, Adam LaRoche 1b"
"05/04/2009   ARI  LAN  NL  2  ARI 12- Casey Blake       6/TP/L.2X2(64);1X1(43)        6*-4*-3*              Josh Wilson ss, Felipe Lopez 2b, Conor Jackson 1b"
"05/20/2009   TEX  DET  AL  4  TEX 12- Gerald Laird      4/LTP.2X2(46);1X1(6)          4*-6*-6*              Ian Kinsler 2b, Elvis Andrus ss"
08/23/2009   PHI  NYN  NL  9  PHI 12- Jeff Francouer    4/LTP.2X2(4);1X1(4)           4*-4*-4*       [1][2] Eric Bruntlett 2b
"09/06/2009   SFN  MIL  NL  6  MIL 12- Aaron Rowand      5(2)4(1)3/GTP                 5*-4*-3*              Casey McGehee 3b, Felipe Lopez 2b, Prince Fielder 1b"
"04/22/2010   NYA  OAK  AL  6  NYA 12- Kurt Suzuki       5(2)4(1)3/GTP                 5*-4*-3*              Alex Rodriguez 3b, Robinson Cano 2b, Nick Johnson 1b"
"05/19/2010   NYN  WAS  NL  5  NYN 12- Cristian Guzman   8/LTP.2X2(826);1X1(63)        8*-2-6*-3*            Angel Pagan cf, Henry Blanco c, Jose Reyes ss, Ike Davis 1b"
"06/10/2010 2 SDN  NYN  NL  2  SDN 12- Ruben Tejada      5(2)4(1)3/GTP                 5*-4*-3*              Chase Headley 3b, Lance Zawadzid 2b, Adrian Gonzalez 1b"
"08/09/2010   OAK  SEA  AL  4  SEA 12- Mark Ellis        5(2)4(1)3/GTP                 5*-4*-3*              Jose Lopez 3b, Chone Figgins 2b, Casey Kotchman 1b"
"04/03/2011   CHA  CLE  AL  4  CLE 12- Alexi Ramirez     3/BP/TP.1X1(34);2X2(46)       3*-4*-6*              Carlos Santana 1b, Orlando Cabrera 2b, Asdrubal Cabrera ss"
"08/15/2011   LAN  MIL  NL  2  MIL 12- James Loney       46(1)3(B)/TP.2XH(32)          4-6*-3*-2*            Josh Wilson 2b, Yuniesky Betancourt ss, Prince Fielder 1b, George Kottaras c"
"08/16/2011 2 TBA  BOS  AL  4  BOS 12- Sean Rodriguez    5(2)4(1)3/GTP                 5*-4*-3*              Jed Lowrie 3b, Dustin Pedroia 2b, Adrian Gonzalez 1b"
"09/27/2011   NYA  TBA  AL  6  TBA 123 Russell Martin    5(2)4(1)3/GTP                 5*-4*-3*              Evan Longoria 3b, Ben Zobrist 2b, Sean Rodriguez 1b"
"04/15/2012   SDN  LAN  NL  9  LAN 12- Jesus Guzman      25(2)6(1)3/BG/GTP             2-5*-6*-3*            A.J. Ellis c, Juan Uribe 3b, Dee Gordon ss, James Loney 1b"
"04/20/2012   KCA  TOR  AL  3  TOR 12- Eric Hosmer       3/LTP.1X1(3);2X2(36)          3*-3*-6*              Adam Lind 1b, Yunel Escobar ss"
"08/21/2012   MIN  OAK  AL  5  OAK 12- Trevor Plouffe    5(2)4(1)3/GTP                 5*-4*-3*              Josh Donaldson 3b, Adam Rosales 2b, Chris Carter 1b"
"04/12/2013   BAL  NYA  AL  8  NYA 12- Manny Machado     46(1)565(2)/G/TP.BX2(534)     4-6*-5-6-5*-3-4*      Robinson Cano 2b, Jayson Nix ss, Kevin Youkilis 3b, Lyle Overbay 1b"
"04/17/2014   TBA  NYA  AL  2  NYA 12- Sean Rodriguez    5(2)4(1)3/GTP                 5*-4*-3*              Yangervis Solarte 3b, Brian Roberts 2b, Scott Sizemore 1b"
"05/18/2014   SDN  COL  NL  3  COL 12- Carlos Quentin    5(2)4(1)3(B)/TP/G/RINT        5*-4*-3*              Nolan Arenado 3b, D.J. LeMahieu 2b, Justin Morneau 1b"
"06/06/2014   SLN  TOR  NL  6  SLN 123 Jose Bautista     4/LTP.2X2(46);1X1(63)         4*-6*-3*              Daniel Descalso 2b, Jhonny Peralta ss, Allen Craig 1b"
"07/01/2014   CLE  LAN  IL  4  CLE 1-3 Adrian Gonzalez   7/F/TP/MREV.3XH(72);1X2(24)   7*-2*-4*              Michael Brantley lf, Yan Gomes c, Jason Kipnis 2b"
"08/24/2014   NYN  LAN  NL  6  NYN 12- Matt Kemp         54(1)3(B)2(2)/TP              5-4*-3*-2*            David Wright 3b, Daniel Murphy 2b, Lucas Duda 1b, Travis d'Arnaud c"
"09/14/2014   CHN  PIT  NL  4  PIT 12- Matt Szczur       5(2)4(1)3/GTP                 5*-4*-3*              Josh Harrison 3b, Neil Walker 2b, Andrew Lambo 1b"
"05/09/2015   SLN  PIT  NL  2  PIT -23 Yadier Molina     4/L/TP.3X3(45);2X2(54)        4*-5*-4*              Neil Walker 2b, Jung Ho Kang 3b"
"05/23/2015   HOU  DET  AL  5  HOU 12- Ian Kinsler       5(2)4(1)3/GTP                 5*-4*-3*              Jonathan Villar 3b, Jose Altuve 2b, Chris Carter 1b"
